Target	Field	HJD	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Vmag	V-I	HV	e_HV	SigFe	e_SigFe	SigMg	e_SigMg	Mmb	<HV>	e_<HV>	<SigMg>	e_<SigMg>
---	---	d	h	min	s	---	deg	arcmin	arcsec	mag	mag	km/s	km/s	0.1nm	0.1nm	0.1nm	0.1nm	---	km/s	km/s	0.1nm	0.1nm
--------	----	--------	--	--	-----	-	--	--	----	-----	-----	------	----	-----	----	-----	----	-----	-----	---	-----	----
Car-1054	98B 	3803.601	06	38	11.67	-	51	08	03.5	18.75	 0.99	  91.9	 1.2	 0.36	0.05	 0.91	0.07	0.000	 91.7	1.1	 0.91	0.07
Car-1054	98B 	4123.681	06	38	11.67	-	51	08	03.5	18.75	 0.99	  88.8	 4.9	     	    	     	    	     	     	   	     	
Car-1055	98B 	3803.601	06	38	22.74	-	51	11	00.7	17.95	 1.46	 227.0	 1.0	 0.40	0.04	 0.39	0.08	0.998	226.6	0.9	 0.39	0.08
Car-1055	98B 	4123.681	06	38	22.74	-	51	11	00.7	17.95	 1.46	 225.2	 2.1	     	    	     	    	     	     	   	     	
Car-1056	98B 	3803.601	06	38	32.89	-	51	04	28.2	17.71	 1.16	  54.7	 2.2	 0.42	0.05	 0.99	0.07	0.000	 53.5	1.5	 0.99	0.07
Car-1056	98B 	4123.681	06	38	32.89	-	51	04	28.2	17.71	 1.16	  52.3	 2.1	     	    	     	    	     	     	   	     	
Car-1057	98B 	3803.601	06	38	35.11	-	51	06	11.1	18.13	 1.49	  35.7	 1.9	 0.36	0.06	 0.80	0.10	0.000	     	   	     	
Car-1058	98B 	3803.601	06	38	22.79	-	51	08	04.3	20.44	 0.78	 121.7	 4.7	     	    	     	    	0.000	104.8	3.5	     	
Car-1058	98B 	4123.681	06	38	22.79	-	51	08	04.3	20.44	 0.78	  84.4	 5.1	     	    	     	    	     	     	   	     	
Car-1059	98B 	3803.601	06	38	17.19	-	51	17	46.7	18.33	 1.14	  34.8	 1.1	 0.36	0.04	 0.89	0.05	0.000	 34.7	0.9	 0.89	0.05
Car-1059	98B 	4123.681	06	38	17.19	-	51	17	46.7	18.33	 1.14	  34.5	 1.6	     	    	     	    	     	     	   	     	
Car-1060	98B 	3803.601	06	38	37.52	-	51	12	51.8	17.94	 1.41	  21.2	 1.5	 0.40	0.02	 0.87	0.03	0.000	 18.6	1.1	 0.87	0.03
Car-1060	98B 	4123.681	06	38	37.52	-	51	12	51.8	17.94	 1.41	  15.7	 1.6	     	    	     	    	     	     	   	     	
Car-1061	98B 	3803.601	06	38	34.64	-	51	11	47.2	19.65	 1.09	 221.9	 3.5	 0.36	0.06	 0.10	0.15	0.999	222.8	2.7	 0.10	0.15
Car-1061	98B 	4123.681	06	38	34.64	-	51	11	47.2	19.65	 1.09	 224.1	 4.1	     	    	     	    	     	     	   	     	
Car-1062	98B 	3803.601	06	38	09.15	-	51	16	55.2	20.55	 1.03	  74.5	 4.4	 0.38	0.16	 0.48	0.23	0.000	 81.3	2.3	 0.48	0.23
Car-1062	98B 	4123.681	06	38	09.15	-	51	16	55.2	20.55	 1.03	  83.8	 2.7	     	    	     	    	     	     	   	     	
Car-1063	98B 	3803.601	06	37	51.09	-	51	10	41.0	19.66	 1.20	  87.8	 2.9	 0.10	0.12	 1.05	0.08	0.000	     	   	     	
Car-1064	98B 	3803.601	06	38	50.06	-	51	08	06.9	20.00	 0.83	  96.1	 3.5	     	    	     	    	0.000	     	   	     	
Car-1065	98B 	3803.601	06	38	49.60	-	51	16	14.4	20.51	 0.92	 170.1	 4.3	     	    	 0.62	0.20	0.000	171.1	2.2	 0.62	0.20
Car-1065	98B 	4123.681	06	38	49.60	-	51	16	14.4	20.51	 0.92	 171.5	 2.6	     	    	     	    	     	     	   	     	
Car-1066	98B 	3803.601	06	38	42.94	-	51	16	00.9	18.76	 1.50	 106.6	 3.0	 0.53	0.07	 1.03	0.06	0.000	103.3	1.7	 1.03	0.06
Car-1066	98B 	4123.681	06	38	42.94	-	51	16	00.9	18.76	 1.50	 101.9	 2.0	     	    	     	    	     	     	   	     	
Car-1067	98B 	3803.601	06	38	38.17	-	51	18	44.8	19.19	 1.44	  51.0	 2.1	 0.41	0.03	 0.83	0.05	0.000	 52.0	1.3	 0.83	0.05
Car-1067	98B 	4123.681	06	38	38.17	-	51	18	44.8	19.19	 1.44	  52.6	 1.6	     	    	     	    	     	     	   	     	
Car-1068	98B 	3803.601	06	38	36.84	-	51	16	23.8	18.28	 1.41	 226.0	 1.4	 0.42	0.03	 0.31	0.07	1.000	224.9	0.7	 0.31	0.07
Car-1068	98B 	4123.681	06	38	36.84	-	51	16	23.8	18.28	 1.41	 224.5	 0.8	     	    	     	    	     	     	   	     	
Car-1069	98B 	3803.601	06	38	42.89	-	51	11	02.4	18.54	 1.31	  25.1	 1.7	 0.44	0.05	 1.07	0.06	0.000	 26.1	1.4	 1.07	0.06
Car-1069	98B 	4123.681	06	38	42.89	-	51	11	02.4	18.54	 1.31	  27.8	 2.3	     	    	     	    	     	     	   	     	
Car-1070	98B 	3803.601	06	39	05.82	-	51	01	05.7	18.42	 1.28	  20.7	 3.7	 0.38	0.07	 0.87	0.10	0.000	     	   	     	
Car-1071	98B 	3803.601	06	39	05.92	-	51	03	54.9	19.05	 0.98	 103.3	 2.6	 0.46	0.07	 0.68	0.17	0.000	103.1	2.0	 0.68	0.17
Car-1071	98B 	4123.681	06	39	05.92	-	51	03	54.9	19.05	 0.98	 102.9	 3.1	     	    	     	    	     	     	   	     	
Car-1072	98B 	3803.601	06	39	07.46	-	51	04	50.2	19.09	 1.09	  -5.7	 1.6	 0.44	0.07	 0.94	0.09	0.000	 -6.0	1.4	 0.94	0.09
Car-1072	98B 	4123.681	06	39	07.46	-	51	04	50.2	19.09	 1.09	  -7.2	 3.3	     	    	     	    	     	     	   	     	
Car-1073	98B 	3803.601	06	39	22.49	-	51	07	49.4	19.76	 0.97	 219.9	 2.4	 0.38	0.05	 0.35	0.13	0.998	220.5	1.9	 0.35	0.13
Car-1073	98B 	4123.681	06	39	22.49	-	51	07	49.4	19.76	 0.97	 221.5	 3.3	     	    	     	    	     	     	   	     	
Car-1074	98B 	3803.601	06	39	18.64	-	51	09	00.2	19.57	 0.92	 129.9	 1.0	 0.29	0.05	 0.67	0.07	0.000	130.0	1.0	 0.67	0.07
Car-1074	98B 	4123.681	06	39	18.64	-	51	09	00.2	19.57	 0.92	 132.1	 4.8	     	    	     	    	     	     	   	     	
Car-1075	98B 	3803.601	06	39	13.94	-	51	15	20.7	19.81	 1.11	  97.1	 4.2	 0.28	0.07	 0.63	0.12	0.000	     	   	     	
Car-1076	98B 	3803.601	06	39	07.53	-	51	14	25.2	18.51	 1.21	 150.6	 1.4	 0.31	0.04	 0.77	0.05	0.000	151.8	0.5	 0.77	0.05
Car-1076	98B 	4123.681	06	39	07.53	-	51	14	25.2	18.51	 1.21	 152.0	 0.6	     	    	     	    	     	     	   	     	
Car-1077	98B 	3803.601	06	39	01.81	-	51	12	32.7	17.54	 1.42	  90.8	 3.4	 0.34	0.02	 0.67	0.03	0.000	     	   	     	
Car-1078	98B 	3803.601	06	39	01.15	-	51	11	22.8	19.30	 1.01	  41.3	 2.9	 0.35	0.05	 0.66	0.09	0.000	 66.8	1.8	 0.66	0.09
Car-1078	98B 	4123.681	06	39	01.15	-	51	11	22.8	19.30	 1.01	  81.0	 2.2	     	    	     	    	     	     	   	     	
Car-1079	98B 	3803.601	06	39	04.42	-	51	18	12.9	18.66	 1.23	  44.7	 1.4	 0.42	0.02	 0.95	0.03	0.000	 43.0	1.0	 0.95	0.03
Car-1079	98B 	4123.681	06	39	04.42	-	51	18	12.9	18.66	 1.23	  41.3	 1.4	     	    	     	    	     	     	   	     	
Car-1080	98B 	3803.601	06	39	02.05	-	51	15	37.9	18.97	 0.93	  22.7	 0.5	 0.39	0.02	 0.92	0.02	0.000	 22.0	0.4	 0.92	0.02
Car-1080	98B 	4123.681	06	39	02.05	-	51	15	37.9	18.97	 0.93	  20.8	 0.6	     	    	     	    	     	     	   	     	
Car-1081	98B 	3803.601	06	38	54.66	-	51	14	53.6	19.65	 1.16	 128.3	 2.0	 0.47	0.04	 0.82	0.07	0.000	129.2	1.2	 0.82	0.07
Car-1081	98B 	4123.681	06	38	54.66	-	51	14	53.6	19.65	 1.16	 129.7	 1.6	     	    	     	    	     	     	   	     	
Car-1082	98B 	3803.601	06	39	02.89	-	51	13	33.7	17.39	 1.45	  -1.5	 1.5	 0.41	0.01	 0.84	0.02	0.000	 -2.1	1.1	 0.84	0.02
Car-1082	98B 	4123.681	06	39	02.89	-	51	13	33.7	17.39	 1.45	  -2.7	 1.6	     	    	     	    	     	     	   	     	
Car-1083	98B 	3803.601	06	39	30.89	-	51	04	23.3	18.22	 1.42	  22.7	 3.3	 0.44	0.08	 0.88	0.15	0.000	 22.7	2.6	 0.88	0.15
Car-1083	98B 	4123.681	06	39	30.89	-	51	04	23.3	18.22	 1.42	  22.5	 4.3	     	    	     	    	     	     	   	     	
Car-1084	98B 	3803.601	06	39	29.75	-	51	09	17.4	18.00	 1.37	 214.6	 0.8	 0.41	0.02	 0.41	0.04	0.999	213.7	0.7	 0.41	0.04
Car-1084	98B 	4123.681	06	39	29.75	-	51	09	17.4	18.00	 1.37	 210.6	 1.6	     	    	     	    	     	     	   	     	
Car-1085	98B 	3803.601	06	39	35.33	-	51	09	24.1	19.33	 1.06	  46.0	 3.7	     	    	 1.37	0.06	0.000	 40.1	1.7	 1.37	0.06
Car-1085	98B 	4123.681	06	39	35.33	-	51	09	24.1	19.33	 1.06	  38.5	 1.9	     	    	     	    	     	     	   	     	
Car-1086	98B 	3803.601	06	39	37.13	-	51	09	58.4	17.32	 1.27	  -0.3	 0.9	 0.42	0.03	 1.02	0.03	0.000	 -1.0	0.7	 1.02	0.03
Car-1086	98B 	4123.681	06	39	37.13	-	51	09	58.4	17.32	 1.27	  -2.2	 1.2	     	    	     	    	     	     	   	     	
Car-1087	98B 	3803.601	06	39	34.38	-	51	10	14.7	18.24	 1.20	 199.8	 5.5	 0.22	0.09	 0.34	0.15	0.821	     	   	     	
Car-1088	98B 	3803.601	06	39	38.69	-	51	06	12.8	18.59	 1.04	  30.2	 1.4	 0.37	0.07	 0.89	0.09	0.000	 30.0	1.3	 0.89	0.09
Car-1088	98B 	4123.681	06	39	38.69	-	51	06	12.8	18.59	 1.04	  27.7	 4.5	     	    	     	    	     	     	   	     	
Car-1089	98B 	3803.601	06	39	49.42	-	51	09	49.2	19.09	 1.24	   4.3	 4.6	 0.46	0.21	 0.83	0.23	0.000	     	   	     	
Car-1090	98B 	3803.601	06	39	52.11	-	51	11	57.5	20.67	 0.93	 290.4	 4.9	 0.42	0.06	 0.48	0.13	0.000	     	   	     	
Car-1091	98B 	3803.601	06	39	47.72	-	51	14	41.3	19.44	 0.92	 100.1	 1.1	 0.40	0.12	 1.02	0.08	0.000	 99.3	0.8	 1.02	0.08
Car-1091	98B 	4123.681	06	39	47.72	-	51	14	41.3	19.44	 0.92	  98.3	 1.2	     	    	     	    	     	     	   	     	
Car-1092	98B 	3803.601	06	39	32.60	-	51	14	21.1	17.90	 1.32	   7.5	 2.0	 0.35	0.03	 0.83	0.05	0.000	  6.1	1.6	 0.83	0.05
Car-1092	98B 	4123.681	06	39	32.60	-	51	14	21.1	17.90	 1.32	   3.6	 2.6	     	    	     	    	     	     	   	     	
Car-1093	98B 	3803.601	06	39	37.16	-	51	13	01.1	18.91	 1.23	  28.4	 0.7	 0.35	0.03	 1.06	0.02	0.000	 28.4	0.7	 1.06	0.02
Car-1093	98B 	4123.681	06	39	37.16	-	51	13	01.1	18.91	 1.23	  27.2	 3.8	     	    	     	    	     	     	   	     	
Car-1094	98B 	3803.601	06	39	32.08	-	51	11	37.4	18.77	 1.30	  39.9	 2.0	 0.39	0.03	 0.93	0.05	0.000	 37.8	1.5	 0.93	0.05
Car-1094	98B 	4123.681	06	39	32.08	-	51	11	37.4	18.77	 1.30	  35.2	 2.3	     	    	     	    	     	     	   	     	
Car-1095	98B 	3803.601	06	39	19.04	-	51	14	51.8	17.78	 1.15	 345.1	 1.4	 0.39	0.01	 0.78	0.02	0.000	344.5	1.1	 0.78	0.02
Car-1095	98B 	4123.681	06	39	19.04	-	51	14	51.8	17.78	 1.15	 343.7	 1.6	     	    	     	    	     	     	   	     	
Car-1096	98B 	3803.601	06	39	26.12	-	51	14	33.5	19.32	 0.83	  85.4	 0.7	 0.41	0.03	 0.86	0.05	0.000	 84.7	0.5	 0.86	0.05
Car-1096	98B 	4123.681	06	39	26.12	-	51	14	33.5	19.32	 0.83	  84.1	 0.7	     	    	     	    	     	     	   	     	
Car-1097	98B 	3803.601	06	39	15.72	-	51	14	02.0	17.99	 1.19	  25.5	 1.0	 0.41	0.02	 1.02	0.02	0.000	 23.8	0.7	 1.02	0.02
Car-1097	98B 	4123.681	06	39	15.72	-	51	14	02.0	17.99	 1.19	  21.9	 1.1	     	    	     	    	     	     	   	     	
Car-1098	98B 	3803.601	06	39	15.17	-	51	13	33.6	19.99	 1.10	 220.9	 3.2	 0.43	0.06	 0.26	0.19	0.992	218.3	1.9	 0.26	0.19
Car-1098	98B 	4123.681	06	39	15.17	-	51	13	33.6	19.99	 1.10	 216.8	 2.5	     	    	     	    	     	     	   	     	
Car-1099	98B 	3803.601	06	39	25.18	-	51	11	52.0	19.86	 0.81	  79.3	 4.7	     	    	 0.91	0.51	0.000	 77.8	2.4	 0.91	0.51
Car-1099	98B 	4123.681	06	39	25.18	-	51	11	52.0	19.86	 0.81	  77.3	 2.8	     	    	     	    	     	     	   	     	
Car-1100	98B 	3803.601	06	39	11.77	-	51	11	24.6	19.04	 1.03	  32.8	 0.6	 0.45	0.03	 1.09	0.03	0.000	 32.0	0.3	 1.09	0.03
Car-1100	98B 	4123.681	06	39	11.77	-	51	11	24.6	19.04	 1.03	  31.5	 0.4	     	    	     	    	     	     	   	     	
Car-1101	98R 	3803.601	06	38	50.53	-	51	18	32.2	19.09	 1.35	  44.7	 8.6	 0.40	0.06	 0.66	0.13	0.000	     	   	     	
Car-1102	98R 	3803.601	06	38	22.66	-	51	14	46.9	19.44	 1.03	 110.0	10.5	 0.59	0.06	 0.54	0.18	0.000	104.8	1.1	 0.54	0.18
Car-1102	98R 	4123.681	06	38	22.66	-	51	14	46.9	19.44	 1.03	 104.8	 1.1	     	    	     	    	     	     	   	     	
Car-1103	98R 	3803.601	06	38	05.17	-	51	13	52.6	20.23	 0.80	 229.6	 8.6	     	    	 0.81	0.17	0.247	     	   	     	
Car-1104	98R 	3803.601	06	37	53.51	-	51	13	45.6	18.14	 1.28	  25.1	 4.3	 0.30	0.04	 0.80	0.10	0.000	     	   	     	
Car-1105	98R 	3803.601	06	38	50.34	-	51	17	58.8	17.78	 1.28	   9.3	 3.3	 0.30	0.03	 0.81	0.09	0.000	 11.3	1.1	 0.81	0.09
Car-1105	98R 	4123.681	06	38	50.34	-	51	17	58.8	17.78	 1.28	  11.6	 1.2	     	    	     	    	     	     	   	     	
Car-1106	98R 	3803.601	06	38	47.15	-	51	17	57.8	18.76	 1.01	 108.1	10.2	 0.41	0.06	 0.80	0.11	0.000	     	   	     	
Car-1107	98R 	3803.601	06	38	26.94	-	51	19	44.7	18.44	 1.15	  83.3	 4.2	 0.42	0.04	 0.72	0.10	0.000	 86.8	3.2	 0.72	0.10
Car-1107	98R 	4123.681	06	38	26.94	-	51	19	44.7	18.44	 1.15	  91.5	 4.8	     	    	     	    	     	     	   	     	
Car-1108	98R 	3803.601	06	38	50.73	-	51	12	16.9	18.30	 0.94	  73.9	 3.0	 0.40	0.05	 0.83	0.10	0.000	 67.7	1.5	 0.83	0.10
Car-1108	98R 	4123.681	06	38	50.73	-	51	12	16.9	18.30	 0.94	  65.7	 1.7	     	    	     	    	     	     	   	     	
Car-1109	98R 	3803.601	06	39	14.13	-	51	04	32.1	19.97	 0.78	 123.1	 9.8	     	    	     	    	0.000	     	   	     	
Car-1110	98R 	3803.601	06	39	11.12	-	51	04	55.1	17.33	 1.28	  20.7	 2.1	 0.35	0.04	 0.92	0.10	0.000	     	   	     	
Car-1111	98R 	3803.601	06	39	09.44	-	51	15	39.3	18.00	 1.17	  53.9	 3.6	 0.33	0.03	 0.75	0.09	0.000	 55.2	3.2	 0.75	0.09
Car-1111	98R 	4123.681	06	39	09.44	-	51	15	39.3	18.00	 1.17	  60.1	 7.2	     	    	     	    	     	     	   	     	
Car-1112	98R 	3803.601	06	39	06.91	-	51	15	21.8	17.44	 1.26	  35.5	 3.8	 0.25	0.04	 0.73	0.09	0.000	 40.5	1.5	 0.73	0.09
Car-1112	98R 	4123.681	06	39	06.91	-	51	15	21.8	17.44	 1.26	  41.4	 1.7	     	    	     	    	     	     	   	     	
Car-1113	98R 	3803.601	06	38	53.86	-	51	15	38.1	18.01	 1.66	  26.7	 7.4	 0.26	0.03	 0.66	0.09	0.000	 24.3	3.1	 0.66	0.09
Car-1113	98R 	4123.681	06	38	53.86	-	51	15	38.1	18.01	 1.66	  23.7	 3.5	     	    	     	    	     	     	   	     	
Car-1114	98R 	3803.601	06	39	42.29	-	51	06	41.4	18.89	 0.89	  66.3	 8.4	 0.43	0.08	 0.80	0.12	0.000	     	   	     	
Car-1115	98R 	3803.601	06	39	54.52	-	51	10	27.1	19.39	 0.98	  86.9	 8.8	 0.21	0.14	 1.13	0.11	0.000	     	   	     	
Car-1116	98R 	3803.601	06	39	46.12	-	51	16	02.2	18.48	 1.10	  88.5	 3.5	 0.21	0.04	 0.85	0.10	0.000	 96.8	2.2	 0.85	0.10
Car-1116	98R 	4123.681	06	39	46.12	-	51	16	02.2	18.48	 1.10	 101.7	 2.7	     	    	     	    	     	     	   	     	
Car-1117	98R 	3803.601	06	39	42.19	-	51	13	51.3	19.57	 0.88	  55.4	10.2	 0.45	0.11	 0.32	0.32	0.000	     	   	     	
Car-1118	98R 	3803.601	06	39	51.15	-	51	10	59.6	19.90	 0.81	  68.7	10.1	 0.29	0.18	 0.58	0.22	0.000	     	   	     	
Car-1119	105B	3804.524	06	42	04.21	-	50	27	59.2	19.05	 1.16	  55.1	 3.8	 0.41	0.13	 0.85	0.19	0.000	 72.9	2.7	 0.85	0.19
Car-1119	105R	4124.663	06	42	04.21	-	50	27	59.2	19.05	 1.16	  90.3	 3.7	     	    	     	    	     	     	   	     	
Car-1120	105B	3804.524	06	41	57.35	-	50	30	09.2	17.51	 1.32	  30.5	 1.7	 0.38	0.02	 0.82	0.03	0.000	     	   	     	
Car-1121	105B	3804.524	06	42	05.76	-	50	31	09.7	19.32	 1.28	  63.2	 2.9	 0.28	0.09	 0.85	0.15	0.000	     	   	     	
Car-1122	105B	3804.524	06	41	58.64	-	50	33	18.3	17.92	 1.18	  86.6	 1.3	 0.34	0.02	 1.00	0.03	0.000	     	   	     	
Car-1123	105B	3804.524	06	42	07.72	-	50	25	55.0	18.88	 1.06	  45.2	 3.6	 0.49	0.07	 0.70	0.21	0.000	     	   	     	
Car-1124	105B	3804.524	06	42	29.26	-	50	38	27.9	18.73	 0.98	  11.1	 0.6	 0.35	0.04	 0.95	0.05	0.000	 11.2	0.6	 0.95	0.05
Car-1124	105R	4124.663	06	42	29.26	-	50	38	27.9	18.73	 0.98	  15.2	 4.3	     	    	     	    	     	     	   	     	
Car-1125	105B	3804.524	06	42	27.43	-	50	37	30.6	18.52	 1.00	  40.6	 0.7	 0.40	0.03	 1.01	0.03	0.000	 40.6	0.7	 1.01	0.03
Car-1125	105R	4124.663	06	42	27.43	-	50	37	30.6	18.52	 1.00	  41.2	 2.0	     	    	     	    	     	     	   	     	
Car-1126	105B	3804.524	06	42	25.65	-	50	32	20.0	19.25	 0.94	  95.6	 0.8	 0.45	0.05	 0.95	0.06	0.000	     	   	     	
Car-1127	105B	3804.524	06	42	08.01	-	50	37	09.6	20.48	 0.68	  76.5	 2.4	 0.34	0.08	 0.86	0.10	0.000	     	   	     	
Car-1128	105B	3804.524	06	42	10.43	-	50	36	03.8	19.43	 1.16	 217.8	 5.4	 0.33	0.07	 0.17	0.18	0.998	216.9	1.2	 0.17	0.18
Car-1128	105B	4124.663	06	42	10.43	-	50	36	03.8	19.43	 1.16	 216.9	 1.3	     	    	     	    	     	     	   	     	
Car-1129	105B	3804.524	06	42	03.13	-	50	33	29.5	18.46	 1.09	 -19.4	 1.6	 0.43	0.04	 0.85	0.06	0.000	     	   	     	
Car-1130	105B	3804.524	06	42	07.82	-	50	32	52.9	19.60	 1.28	  62.5	 1.8	 0.32	0.09	 0.90	0.11	0.000	     	   	     	
Car-1131	105B	3804.524	06	42	21.49	-	50	24	35.2	19.04	 1.08	  46.9	 1.5	 0.38	0.05	 0.62	0.12	0.000	     	   	     	
Car-1132	105B	3804.524	06	42	26.72	-	50	29	06.5	17.68	 1.48	  53.1	 2.1	 0.36	0.02	 0.81	0.04	0.000	 53.2	1.8	 0.81	0.04
Car-1132	105R	4124.663	06	42	26.72	-	50	29	06.5	17.68	 1.48	  53.4	 3.3	     	    	     	    	     	     	   	     	
Car-1133	105B	3804.524	06	42	41.36	-	50	25	48.7	18.02	 1.22	  62.2	 2.0	 0.38	0.04	 1.00	0.05	0.000	 61.2	1.9	 1.00	0.05
Car-1133	105R	4124.663	06	42	41.36	-	50	25	48.7	18.02	 1.22	  47.7	 7.1	     	    	     	    	     	     	   	     	
Car-1134	105B	3804.524	06	42	29.39	-	50	28	59.1	18.16	 1.25	  83.7	 1.9	 0.35	0.03	 0.96	0.04	0.000	     	   	     	
Car-1135	105B	3804.524	06	42	50.97	-	50	36	46.9	19.15	 1.17	 -99.3	 3.0	     	    	 0.37	0.50	0.000	     	   	     	
Car-1136	105B	3804.524	06	42	53.48	-	50	36	09.6	19.46	 1.08	  26.7	 0.9	 0.52	0.08	 1.05	0.10	0.000	 26.5	0.8	 1.05	0.10
Car-1136	105B	4124.663	06	42	53.48	-	50	36	09.6	19.46	 1.08	  26.0	 1.6	     	    	     	    	     	     	   	     	
Car-1137	105B	3804.524	06	42	47.59	-	50	32	15.1	19.52	 0.91	  56.2	 4.4	 0.08	0.41	 0.85	0.18	0.000	 62.6	0.8	 0.85	0.18
Car-1137	105B	4124.663	06	42	47.59	-	50	32	15.1	19.52	 0.91	  62.8	 0.8	     	    	     	    	     	     	   	     	
Car-1138	105B	3804.524	06	42	35.53	-	50	38	02.8	19.99	 0.89	  71.5	 1.6	 0.54	0.07	 0.93	0.10	0.000	 69.5	0.8	 0.93	0.10
Car-1138	105B	4124.663	06	42	35.53	-	50	38	02.8	19.99	 0.89	  68.9	 0.9	     	    	     	    	     	     	   	     	
Car-1139	105B	3804.524	06	42	38.05	-	50	33	01.1	20.11	 0.72	 215.5	 3.9	 0.37	0.08	 0.10	0.20	0.994	     	   	     	
Car-1140	105B	3804.524	06	42	48.34	-	50	28	45.9	19.54	 1.25	   3.3	 1.7	 0.40	0.08	 0.73	0.16	0.000	  4.6	1.4	 0.73	0.16
Car-1140	105B	4124.663	06	42	48.34	-	50	28	45.9	19.54	 1.25	   7.3	 2.4	     	    	     	    	     	     	   	     	
Car-1141	105B	3804.524	06	42	49.45	-	50	29	19.0	19.42	 1.18	  77.0	 1.4	 0.33	0.06	 0.97	0.08	0.000	 76.6	1.1	 0.97	0.08
Car-1141	105B	4124.663	06	42	49.45	-	50	29	19.0	19.42	 1.18	  76.0	 1.9	     	    	     	    	     	     	   	     	
Car-1142	105B	3804.524	06	43	02.30	-	50	24	05.5	18.09	 1.14	  57.7	 2.3	 0.41	0.05	 0.91	0.07	0.000	     	   	     	
Car-1143	105B	3804.524	06	43	16.38	-	50	28	02.7	19.85	 1.06	 114.8	 4.1	 0.34	0.09	 0.75	0.17	0.000	114.7	2.5	 0.75	0.17
Car-1143	105B	4124.663	06	43	16.38	-	50	28	02.7	19.85	 1.06	 114.6	 3.2	     	    	     	    	     	     	   	     	
Car-1144	105B	3804.524	06	43	10.43	-	50	29	54.5	18.36	 1.39	  46.4	 4.0	 0.21	0.06	 0.90	0.07	0.000	     	   	     	
Car-1145	105B	3804.524	06	43	09.72	-	50	33	51.0	18.74	 1.29	  11.1	 2.5	 0.38	0.04	 0.88	0.06	0.000	     	   	     	
Car-1146	105B	3804.524	06	43	08.65	-	50	32	53.6	18.33	 1.23	  -1.8	 1.9	 0.23	0.04	 0.83	0.05	0.000	  5.5	1.0	 0.83	0.05
Car-1146	105R	4124.663	06	43	08.65	-	50	32	53.6	18.33	 1.23	   8.5	 1.2	     	    	     	    	     	     	   	     	
Car-1147	105B	3804.524	06	42	53.83	-	50	40	32.2	20.32	 1.18	  79.4	 3.3	 0.30	0.18	 1.10	0.10	0.000	 74.0	2.6	 1.10	0.10
Car-1147	105B	4124.663	06	42	53.83	-	50	40	32.2	20.32	 1.18	  65.1	 4.3	     	    	     	    	     	     	   	     	
Car-1148	105B	3804.524	06	42	58.73	-	50	38	31.3	20.11	 0.93	 234.0	 3.5	 0.28	0.05	 0.38	0.09	0.997	233.9	2.6	 0.38	0.09
Car-1148	105B	4124.663	06	42	58.73	-	50	38	31.3	20.11	 0.93	 233.9	 4.0	     	    	     	    	     	     	   	     	
Car-1149	105B	3804.524	06	43	01.33	-	50	35	55.3	19.24	 1.34	 -12.2	 3.1	 0.35	0.06	 0.79	0.10	0.000	  7.6	2.2	 0.79	0.10
Car-1149	105R	4124.663	06	43	01.33	-	50	35	55.3	19.24	 1.34	  27.8	 3.2	     	    	     	    	     	     	   	     	
Car-1150	105B	3804.524	06	43	02.55	-	50	32	48.5	19.30	 1.28	  18.7	 4.1	 0.31	0.05	 0.51	0.10	0.000	     	   	     	
Car-1151	105B	3804.524	06	42	50.20	-	50	32	32.5	20.52	 1.04	 144.9	 4.0	     	    	 0.53	0.37	0.000	142.1	3.1	 0.53	0.37
Car-1151	105B	4124.663	06	42	50.20	-	50	32	32.5	20.52	 1.04	 137.8	 5.0	     	    	     	    	     	     	   	     	
Car-1152	105B	3804.524	06	43	19.55	-	50	26	43.6	20.23	 1.18	 150.6	 5.2	     	    	     	    	0.000	     	   	     	
Car-1153	105B	3804.524	06	43	27.51	-	50	30	31.8	18.64	 1.14	 107.5	 1.8	 0.33	0.07	 0.85	0.10	0.000	     	   	     	
Car-1154	105B	3804.524	06	43	54.81	-	50	31	05.8	18.56	 1.01	 114.8	 0.5	 0.40	0.03	 0.78	0.04	0.000	115.5	0.5	 0.78	0.04
Car-1154	105R	4124.663	06	43	54.81	-	50	31	05.8	18.56	 1.01	 119.0	 1.1	     	    	     	    	     	     	   	     	
Car-1155	105B	3804.524	06	43	40.56	-	50	31	52.3	19.18	 1.16	   1.4	 4.2	 0.38	0.08	 1.00	0.11	0.000	     	   	     	
Car-1156	105B	3804.524	06	43	15.20	-	50	39	44.2	18.97	 1.03	  11.1	 1.2	 0.41	0.05	 0.98	0.07	0.000	     	   	     	
Car-1157	105R	3804.524	06	42	10.88	-	50	34	08.6	19.52	 0.80	  58.9	 9.9	 0.50	0.07	 0.75	0.12	0.000	 64.4	0.7	 0.75	0.12
Car-1157	105B	4124.663	06	42	10.88	-	50	34	08.6	19.52	 0.80	  64.4	 0.7	     	    	     	    	     	     	   	     	
Car-1158	105R	3804.524	06	41	58.49	-	50	35	41.0	18.35	 1.03	 -15.1	 3.1	 0.44	0.05	 0.87	0.10	0.000	     	   	     	
Car-1159	105R	3804.524	06	41	57.05	-	50	34	14.6	17.69	 1.23	  19.6	 3.2	 0.29	0.06	 0.80	0.10	0.000	     	   	     	
Car-1160	105R	3804.524	06	42	22.27	-	50	26	04.7	18.14	 1.15	  65.6	 9.1	 0.31	0.09	 0.71	0.12	0.000	     	   	     	
