#Table: J/AJ/137/3100/table5.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Sex-0284|34B |3409.774|10 11 58.08 -01 48 33.9|19.97| 0.70| 303.2| 3.1| 0.26|0.04| 0.43|0.07|0.000|     |   |     |
Sex-0285|34B |3409.774|10 11 58.90 -01 50 34.3|17.84| 0.59|  52.4| 0.4| 0.37|0.01| 0.75|0.02|0.000| 53.5|0.3| 0.77|0.01
Sex-0285|26B |3416.837|10 11 58.90 -01 50 34.3|17.84| 0.59|  54.8| 0.5| 0.35|0.01| 0.78|0.02|     |     |   |     |
Sex-0286|34B |3409.774|10 11 59.18 -01 51 34.7|     |     |  43.0| 0.5| 0.38|0.01| 0.91|0.01|0.000| 43.0|0.5| 0.91|0.01
Sex-0286|26R |3416.837|10 11 59.18 -01 51 34.7|     |     |  41.3| 6.4| 0.30|0.03| 0.66|0.09|     |     |   |     |
Sex-0287|34B |3409.774|10 12 02.58 -01 48 02.1|18.66| 0.86|  27.5| 0.5| 0.38|0.02| 0.90|0.02|0.000| 27.4|0.5| 0.88|0.02
Sex-0287|26B |3416.837|10 12 02.58 -01 48 02.1|18.66| 0.86|  27.2| 1.2| 0.40|0.03| 0.82|0.04|     |     |   |     |
Sex-0288|34B |3409.774|10 12 02.88 -01 48 27.0|19.18| 0.54|  11.9| 1.3| 0.27|0.02| 0.32|0.04|0.000| 12.6|1.2| 0.36|0.03
Sex-0288|26B |3416.837|10 12 02.88 -01 48 27.0|19.18| 0.54|  17.8| 3.4| 0.21|0.03| 0.41|0.05|     |     |   |     |
Sex-0289|34B |3409.774|10 11 42.88 -01 59 57.5|     |     | 219.8| 2.3| 0.37|0.03| 0.34|0.07|0.993|     |   |     |
Sex-0290|34B |3409.774|10 11 35.44 -01 58 13.9|     |     | 217.4| 1.4| 0.33|0.02| 0.42|0.05|0.985|     |   |     |
Sex-0291|34B |3409.774|10 11 40.36 -01 57 32.3|     |     | 210.1| 1.3| 0.23|0.02| 0.38|0.03|0.973|     |   |     |
Sex-0292|34B |3409.774|10 11 41.28 -01 56 10.0|     |     | 220.0| 0.7| 0.36|0.02| 0.40|0.04|0.991|     |   |     |
Sex-0293|34B |3409.774|10 11 50.94 -01 53 58.9|     |     | 108.5| 3.4| 0.29|0.04| 0.40|0.08|0.000|     |   |     |
Sex-0294|34B |3409.774|10 11 29.26 -01 57 40.7|     |     | 294.7| 1.3| 0.30|0.02| 0.41|0.03|0.000|294.6|1.2| 0.42|0.02
Sex-0294|110B|3800.762|10 11 29.26 -01 57 40.7|     |     | 292.8| 4.7| 0.30|0.02| 0.44|0.03|     |     |   |     |
Sex-0295|34B |3409.774|10 11 33.02 -01 56 24.3|     |     |  28.6| 0.5| 0.38|0.02| 0.86|0.03|0.000|     |   |     |
Sex-0296|34B |3409.774|10 11 34.93 -01 52 34.0|     |     |  19.7| 0.8| 0.35|0.02| 0.99|0.02|0.000|     |   |     |
Sex-0297|34B |3409.774|10 11 40.81 -01 47 04.4|19.36| 0.75| 123.7| 2.4| 0.35|0.03| 0.58|0.06|0.000|     |   |     |
Sex-0298|34B |3409.774|10 11 39.87 -01 48 06.6|17.89| 0.68| 123.3| 0.4| 0.38|0.01| 0.78|0.02|0.000|123.4|0.4| 0.74|0.02
Sex-0298|26B |3416.837|10 11 39.87 -01 48 06.6|17.89| 0.68| 124.7| 1.4| 0.38|0.02| 0.57|0.04|     |     |   |     |
Sex-0299|34B |3409.774|10 11 43.76 -01 49 58.1|     |     | 179.5| 2.2| 0.24|0.02| 0.34|0.05|0.000|     |   |     |
Sex-0300|34B |3409.774|10 11 48.89 -01 46 34.0|19.02| 0.88|  49.2| 0.8| 0.35|0.02| 0.87|0.03|0.000| 49.1|0.8| 0.87|0.02
Sex-0300|26B |3416.837|10 11 48.89 -01 46 34.0|19.02| 0.88|  47.6| 2.7| 0.26|0.03| 0.87|0.04|     |     |   |     |
Sex-0301|34B |3409.774|10 11 54.46 -01 47 12.6|18.94| 1.01| 206.4| 1.5| 0.26|0.02| 0.26|0.04|0.951|     |   |     |
Sex-0302|34B |3409.774|10 11 47.78 -01 50 30.4|     |     | 171.7| 0.5| 0.34|0.01| 0.69|0.02|0.000|     |   |     |
Sex-0303|34B |3409.774|10 11 51.33 -01 51 04.5|     |     |  41.8| 0.6| 0.26|0.01| 0.42|0.03|0.000| 41.6|0.6| 0.42|0.02
Sex-0303|26B |3416.837|10 11 51.33 -01 51 04.5|     |     |  40.6| 1.2| 0.30|0.02| 0.40|0.04|     |     |   |     |
Sex-0304|34B |3409.774|10 11 50.61 -01 51 54.6|     |     |  -0.3| 0.4| 0.37|0.01| 0.73|0.01|0.000|  0.2|0.3| 0.74|0.01
Sex-0304|26B |3416.837|10 11 50.61 -01 51 54.6|     |     |   0.7| 0.4| 0.39|0.01| 0.75|0.02|     |     |   |     |
Sex-0305|34B |3409.774|10 11 54.18 -01 52 50.2|     |     |  61.5| 0.3| 0.38|0.01| 0.86|0.01|0.000|     |   |     |
Sex-0306|57B |3410.758|10 13 08.92 -01 32 39.1|20.07| 0.84| 218.7| 3.1| 0.49|0.06| 0.45|0.16|0.997|     |   |     |
Sex-0307|57B |3410.758|10 13 12.47 -01 29 17.2|19.71|     | 244.3| 3.3| 0.30|0.05| 0.18|0.11|0.999|230.2|1.4| 0.25|0.09
Sex-0307|1R  |3411.775|10 13 12.47 -01 29 17.2|19.71|     | 239.7| 6.5| 0.36|0.08| 0.38|0.15|     |     |   |     |
Sex-0307|1B  |4122.822|10 13 12.47 -01 29 17.2|19.71|     | 225.9| 1.7|     |    |     |    |     |     |   |     |
Sex-0307|6B  |4124.814|10 13 12.47 -01 29 17.2|19.71|     | 230.4| 5.2|     |    |     |    |     |     |   |     |
Sex-0308|57B |3410.758|10 13 05.69 -01 33 34.7|19.52| 0.72| 221.2| 3.7| 0.25|0.04| 0.38|0.09|0.999|     |   |     |
Sex-0309|57B |3410.758|10 13 06.28 -01 33 10.4|20.00| 0.93| 219.7| 4.8| 0.26|0.06| 0.56|0.11|0.994|221.7|2.9| 0.56|0.11
Sex-0309|6B  |3804.673|10 13 06.28 -01 33 10.4|20.00| 0.93| 224.2| 5.3| 0.20|0.18| 0.53|0.38|     |     |   |     |
Sex-0309|6B  |4124.814|10 13 06.28 -01 33 10.4|20.00| 0.93| 221.7| 4.8|     |    |     |    |     |     |   |     |
Sex-0310|57B |3410.758|10 13 01.59 -01 29 26.4|20.11| 0.82| 234.1| 3.6| 0.31|0.05| 0.39|0.11|0.997|     |   |     |
Sex-0311|57B |3410.758|10 13 04.27 -01 22 17.8|     |     | 224.6| 1.8| 0.36|0.04| 0.30|0.10|0.999|225.2|1.1| 0.37|0.05
Sex-0311|23B |3418.704|10 13 04.27 -01 22 17.8|     |     | 227.7| 2.0| 0.32|0.04| 0.45|0.07|     |     |   |     |
Sex-0311|6B  |3804.673|10 13 04.27 -01 22 17.8|     |     | 216.6| 3.6| 0.30|0.05| 0.25|0.12|     |     |   |     |
Sex-0311|6B  |4124.814|10 13 04.27 -01 22 17.8|     |     | 226.6| 2.3|     |    |     |    |     |     |   |     |
Sex-0312|57B |3410.758|10 13 08.74 -01 23 12.9|     |     | 218.5| 4.8| 0.24|0.06| 0.52|0.12|0.988|218.5|3.4| 0.52|0.12
Sex-0312|6B  |4124.814|10 13 08.74 -01 23 12.9|     |     | 218.4| 4.8|     |    |     |    |     |     |   |     |
Sex-0313|57B |3410.758|10 13 04.52 -01 26 10.7|19.89|     | 219.5| 4.8| 0.20|0.04| 0.24|0.09|0.999|     |   |     |
Sex-0314|57B |3410.758|10 13 14.64 -01 24 36.3|20.25| 0.57| 219.8| 5.0| 0.18|0.06| 0.36|0.11|0.999|218.6|3.6| 0.33|0.07
Sex-0314|23B |3418.704|10 13 14.64 -01 24 36.3|20.25| 0.57| 217.4| 5.1| 0.29|0.04| 0.31|0.10|     |     |   |     |
Sex-0315|57B |3410.758|10 13 02.04 -01 34 05.5|20.23| 0.80| 214.3| 3.5| 0.17|0.08| 0.55|0.14|0.999|216.2|1.3| 0.36|0.06
Sex-0315|1B  |3411.775|10 13 02.04 -01 34 05.5|20.23| 0.80| 214.9| 2.0| 0.38|0.04| 0.38|0.08|     |     |   |     |
Sex-0315|5B  |3416.684|10 13 02.04 -01 34 05.5|20.23| 0.80| 216.8| 2.7| 0.31|0.04| 0.27|0.09|     |     |   |     |
Sex-0315|1B  |4122.822|10 13 02.04 -01 34 05.5|20.23| 0.80| 219.7| 3.0|     |    |     |    |     |     |   |     |
Sex-0316|57B |3410.758|10 12 54.57 -01 35 49.2|20.23| 0.93| 200.5| 3.7| 0.35|0.06| 0.39|0.15|0.990|202.1|2.1| 0.41|0.08
Sex-0316|1B  |3411.775|10 12 54.57 -01 35 49.2|20.23| 0.93| 202.9| 2.6| 0.32|0.05| 0.42|0.10|     |     |   |     |
Sex-0317|57B |3410.758|10 12 53.14 -01 35 40.9|20.45| 0.94| 223.1| 4.1| 0.33|0.07| 0.41|0.15|0.999|227.1|1.6| 0.44|0.06
Sex-0317|1B  |3411.775|10 12 53.14 -01 35 40.9|20.45| 0.94| 227.2| 2.9| 0.35|0.05| 0.44|0.11|     |     |   |     |
Sex-0317|5B  |3416.684|10 12 53.14 -01 35 40.9|20.45| 0.94| 228.2| 2.2| 0.34|0.04| 0.46|0.09|     |     |   |     |
Sex-0318|57B |3410.758|10 12 50.61 -01 34 56.8|19.90| 0.99| 218.7| 3.5| 0.22|0.06| 0.47|0.11|0.999|219.2|1.9| 0.40|0.09
Sex-0318|1R  |3411.775|10 12 50.61 -01 34 56.8|19.90| 0.99| 227.4|10.9| 0.39|0.06| 0.24|0.16|     |     |   |     |
Sex-0318|1B  |4122.822|10 12 50.61 -01 34 56.8|19.90| 0.99| 219.0| 2.4|     |    |     |    |     |     |   |     |
Sex-0319|57B |3410.758|10 12 51.65 -01 34 03.0|20.41| 0.72| 226.0| 4.7| 0.36|0.08| 0.53|0.15|0.999|231.6|1.3| 0.42|0.06
Sex-0319|1B  |3411.775|10 12 51.65 -01 34 03.0|20.41| 0.72| 232.9| 1.7| 0.36|0.05| 0.44|0.10|     |     |   |     |
Sex-0319|5B  |3416.684|10 12 51.65 -01 34 03.0|20.41| 0.72| 231.3| 3.0| 0.26|0.04| 0.37|0.08|     |     |   |     |
Sex-0319|1B  |4122.822|10 12 51.65 -01 34 03.0|20.41| 0.72| 229.9| 3.0|     |    |     |    |     |     |   |     |
Sex-0320|57B |3410.758|10 12 54.02 -01 19 34.8|     |     | 225.1| 3.3| 0.35|0.05| 0.30|0.11|0.999|224.2|2.9| 0.30|0.11
Sex-0320|6R  |4124.814|10 12 54.02 -01 19 34.8|     |     | 221.2| 6.1|     |    |     |    |     |     |   |     |
Sex-0321|57B |3410.758|10 12 55.65 -01 21 10.7|     |     | 199.2| 2.6| 0.34|0.05| 0.39|0.10|0.776|197.3|1.6| 0.28|0.05
Sex-0321|23B |3418.704|10 12 55.65 -01 21 10.7|     |     | 196.1| 2.0| 0.30|0.03| 0.23|0.07|     |     |   |     |
Sex-0322|57B |3410.758|10 13 03.13 -01 23 17.0|20.19| 0.71| 224.1| 3.7| 0.23|0.05| 0.30|0.11|0.998|227.9|1.9| 0.42|0.06
Sex-0322|23B |3418.704|10 13 03.13 -01 23 17.0|20.19| 0.71| 229.3| 2.3| 0.30|0.04| 0.46|0.07|     |     |   |     |
Sex-0323|57B |3410.758|10 13 01.17 -01 26 52.5|20.40| 0.78| 225.8| 3.9| 0.38|0.06| 0.26|0.14|0.999|222.7|2.8| 0.26|0.14
Sex-0323|1B  |4122.822|10 13 01.17 -01 26 52.5|20.40| 0.78| 220.8| 5.8|     |    |     |    |     |     |   |     |
Sex-0323|6B  |4124.814|10 13 01.17 -01 26 52.5|20.40| 0.78| 218.4| 5.3|     |    |     |    |     |     |   |     |
Sex-0324|57B |3410.758|10 12 44.73 -01 35 24.9|20.39| 0.74| 226.3| 4.8| 0.36|0.07| 0.36|0.14|0.999|228.6|2.3| 0.27|0.06
Sex-0324|1B  |3411.775|10 12 44.73 -01 35 24.9|20.39| 0.74| 227.8| 3.0| 0.33|0.05| 0.36|0.10|     |     |   |     |
Sex-0324|5B  |3416.684|10 12 44.73 -01 35 24.9|20.39| 0.74| 233.0| 4.8| 0.31|0.04| 0.13|0.10|     |     |   |     |
Sex-0325|57B |3410.758|10 12 32.55 -01 21 18.7|     |     | 224.6| 3.1| 0.38|0.05| 0.27|0.12|0.999|     |   |     |
Sex-0326|57R |3410.758|10 12 35.81 -01 23 13.3|18.75| 0.90| 224.5| 4.7| 0.31|0.04| 0.28|0.10|0.999|227.4|1.7| 0.28|0.10
Sex-0326|6B  |4124.814|10 12 35.81 -01 23 13.3|18.75| 0.90| 227.9| 1.8|     |    |     |    |     |     |   |     |
Sex-0327|57B |3410.758|10 12 45.88 -01 20 57.1|     |     | 229.5| 5.5| 0.32|0.05| 0.34|0.11|0.997|215.2|1.4| 0.34|0.09
Sex-0327|6B  |3804.673|10 12 45.88 -01 20 57.1|     |     | 212.3| 4.5| 0.30|0.07| 0.33|0.17|     |     |   |     |
Sex-0327|6B  |4124.814|10 12 45.88 -01 20 57.1|     |     | 214.3| 1.6|     |    |     |    |     |     |   |     |
Sex-0328|57B |3410.758|10 12 36.51 -01 33 13.4|20.34| 0.59| 221.3| 3.4| 0.27|0.06| 0.32|0.11|0.999|220.8|2.6| 0.32|0.06
Sex-0328|5B  |3416.684|10 12 36.51 -01 33 13.4|20.34| 0.59| 220.0| 4.3| 0.23|0.04| 0.32|0.08|     |     |   |     |
Sex-0329|57B |3410.758|10 12 35.78 -01 31 48.0|20.42|     | 218.6| 2.6| 0.33|0.05| 0.50|0.11|0.999|224.2|1.3| 0.30|0.06
Sex-0329|1B  |3411.775|10 12 35.78 -01 31 48.0|20.42|     | 226.9| 2.5| 0.38|0.05| 0.05|0.15|     |     |   |     |
Sex-0329|5B  |3416.684|10 12 35.78 -01 31 48.0|20.42|     | 224.3| 2.7| 0.33|0.03| 0.26|0.08|     |     |   |     |
Sex-0329|1B  |4122.822|10 12 35.78 -01 31 48.0|20.42|     | 227.6| 2.9|     |    |     |    |     |     |   |     |
Sex-0330|57B |3410.758|10 12 28.15 -01 33 57.1|20.16| 0.92| 223.0| 2.7| 0.28|0.05| 0.30|0.12|0.999|     |   |     |
Sex-0331|57B |3410.758|10 12 22.96 -01 33 02.7|20.05| 0.80| 236.6| 5.4| 0.25|0.07| 0.40|0.13|0.998|234.7|1.6| 0.31|0.06
Sex-0331|5B  |3416.684|10 12 22.96 -01 33 02.7|20.05| 0.80| 234.6| 1.7| 0.27|0.03| 0.28|0.07|     |     |   |     |
Sex-0332|57B |3410.758|10 12 25.73 -01 31 16.0|20.27| 0.94| 235.0| 2.6| 0.35|0.05| 0.38|0.11|0.998|236.8|1.2| 0.37|0.06
Sex-0332|5B  |3416.684|10 12 25.73 -01 31 16.0|20.27| 0.94| 237.3| 1.4| 0.31|0.04| 0.37|0.08|     |     |   |     |
Sex-0333|57R |3410.758|10 12 15.82 -01 24 00.2|18.06| 1.08| 225.1| 4.3| 0.31|0.03| 0.34|0.09|0.999|     |   |     |
Sex-0334|57B |3410.758|10 12 08.82 -01 25 31.8|20.24| 0.91| 236.2| 3.5| 0.36|0.06| 0.30|0.14|0.996|     |   |     |
Sex-0335|57B |3410.758|10 12 28.96 -01 23 22.2|20.00| 0.66| 148.3| 2.2| 0.29|0.04| 0.54|0.07|0.000|     |   |     |
Sex-0336|57B |3410.758|10 12 29.84 -01 24 49.4|20.45| 0.58| 172.4| 5.5| 0.28|0.05| 0.23|0.13|0.000|     |   |     |
Sex-0337|57B |3410.758|10 12 25.96 -01 25 59.5|19.88| 0.86| 230.0| 2.3| 0.39|0.05| 0.27|0.12|0.998|     |   |     |
Sex-0338|57B |3410.758|10 13 12.04 -01 32 44.0|19.48| 0.73| 197.4| 1.9| 0.31|0.03| 0.64|0.06|0.005|     |   |     |
Sex-0339|57B |3410.758|10 12 48.71 -01 28 41.3|19.70| 0.77| 219.6| 2.2| 0.30|0.04| 0.33|0.08|0.999|     |   |     |
Sex-0340|57R |3410.758|10 12 40.27 -01 29 07.6|19.22| 1.02| 238.7| 7.9| 0.38|0.07| 0.29|0.16|0.999|230.7|1.0| 0.31|0.12
Sex-0340|6B  |3804.673|10 12 40.27 -01 29 07.6|19.22| 1.02| 231.9| 1.9| 0.41|0.08| 0.33|0.18|     |     |   |     |
Sex-0340|6B  |4124.814|10 12 40.27 -01 29 07.6|19.22| 1.02| 230.0| 1.2|     |    |     |    |     |     |   |     |
Sex-0341|57B |3410.758|10 12 37.91 -01 28 23.0|19.53| 0.97| 219.0| 3.2| 0.41|0.04| 0.44|0.10|0.999|218.4|0.9| 0.39|0.08
Sex-0341|6B  |3804.673|10 12 37.91 -01 28 23.0|19.53| 0.97| 217.5| 3.5| 0.40|0.06| 0.24|0.17|     |     |   |     |
Sex-0341|6B  |4124.814|10 12 37.91 -01 28 23.0|19.53| 0.97| 218.4| 0.9|     |    |     |    |     |     |   |     |
Sex-0342|57B |3410.758|10 12 43.86 -01 19 16.4|     |     | 221.8| 3.3| 0.39|0.05| 0.42|0.11|0.998|220.7|1.5| 0.41|0.07
Sex-0342|23B |3418.704|10 12 43.86 -01 19 16.4|     |     | 221.6| 2.6| 0.47|0.05| 0.45|0.11|     |     |   |     |
Sex-0342|6B  |3804.673|10 12 43.86 -01 19 16.4|     |     | 219.2| 2.4| 0.33|0.06| 0.32|0.15|     |     |   |     |
Sex-0342|6B  |4124.814|10 12 43.86 -01 19 16.4|     |     | 221.9| 5.6|     |    |     |    |     |     |   |     |
Sex-0343|57B |3410.758|10 12 37.38 -01 26 43.4|20.15| 0.93| 220.8| 2.8| 0.34|0.05| 0.29|0.11|0.999|219.6|2.1| 0.29|0.11
Sex-0343|6B  |4124.814|10 12 37.38 -01 26 43.4|20.15| 0.93| 217.9| 3.3|     |    |     |    |     |     |   |     |
Sex-0344|57B |3410.758|10 12 29.00 -01 30 40.3|20.36| 0.74| 226.7| 3.7| 0.26|0.07| 0.43|0.12|0.999|226.8|2.7| 0.34|0.08
Sex-0344|5B  |3416.684|10 12 29.00 -01 30 40.3|20.36| 0.74| 226.8| 3.9| 0.27|0.05| 0.27|0.10|     |     |   |     |
Sex-0345|57B |3410.758|10 12 18.50 -01 30 10.1|20.12| 0.77| 225.5| 2.6| 0.32|0.05| 0.46|0.09|0.995|     |   |     |
Sex-0346|57B |3410.758|10 12 51.95 -01 30 00.8|19.66| 0.96| 226.6| 4.1| 0.29|0.06| 0.33|0.12|0.999|     |   |     |
Sex-0347|57B |3410.758|10 12 50.55 -01 33 32.9|19.96| 0.97| 210.7| 5.8| 0.39|0.05| 0.27|0.13|0.999|212.9|1.5| 0.34|0.07
Sex-0347|5B  |3416.684|10 12 50.55 -01 33 32.9|19.96| 0.97| 209.9| 2.0| 0.30|0.04| 0.37|0.08|     |     |   |     |
Sex-0347|1B  |4122.822|10 12 50.55 -01 33 32.9|19.96| 0.97| 217.2| 2.4|     |    |     |    |     |     |   |     |
Sex-0348|57B |3410.758|10 13 01.87 -01 35 24.3|19.80| 0.98| 212.0| 2.7| 0.24|0.06| 0.69|0.09|0.828|     |   |     |
Sex-0349|57B |3410.758|10 13 21.24 -01 25 49.9|19.94| 0.95| 227.8| 2.3| 0.39|0.04| 0.35|0.11|0.998|227.8|1.3| 0.41|0.05
Sex-0349|23B |3418.704|10 13 21.24 -01 25 49.9|19.94| 0.95| 227.7| 1.6| 0.37|0.03| 0.42|0.06|     |     |   |     |
Sex-0350|57B |3410.758|10 12 14.10 -01 33 37.9|19.95| 0.96| 201.2| 1.5| 0.40|0.05| 0.43|0.10|0.791|200.6|1.4| 0.43|0.10
Sex-0350|5B  |3416.684|10 12 14.10 -01 33 37.9|19.95| 0.96| 198.2| 3.3|     |    |     |    |     |     |   |     |
Sex-0351|57B |3410.758|10 13 19.63 -01 26 56.5|19.97| 0.95| 235.0| 5.3| 0.31|0.06| 0.37|0.12|0.996|     |   |     |
Sex-0352|57B |3410.758|10 12 41.96 -01 30 30.2|19.95| 0.86| 224.2| 3.5| 0.34|0.05| 0.24|0.12|0.999|     |   |     |
Sex-0353|57B |3410.758|10 12 29.10 -01 18 18.4|     |     | 219.0| 3.5| 0.36|0.05| 0.31|0.12|0.996|     |   |     |
Sex-0354|57B |3410.758|10 12 33.41 -01 23 10.5|20.03| 0.93| 138.2| 1.8| 0.36|0.06| 0.88|0.07|0.000|     |   |     |
Sex-0355|57B |3410.758|10 12 31.24 -01 23 37.1|20.42| 0.73|  18.0| 1.1| 0.31|0.08| 0.89|0.08|0.000|     |   |     |
Sex-0356|57B |3410.758|10 12 34.15 -01 26 29.5|20.24| 0.88|  66.2| 1.4| 0.36|0.05| 0.77|0.08|0.000|     |   |     |
Sex-0357|57B |3410.758|10 12 38.63 -01 24 01.6|20.22| 0.77| 225.6| 3.8| 0.30|0.06| 0.24|0.12|0.999|227.2|2.9| 0.24|0.12
Sex-0357|6B  |4124.814|10 12 38.63 -01 24 01.6|20.22| 0.77| 229.6| 4.5|     |    |     |    |     |     |   |     |
Sex-0358|57B |3410.758|10 12 31.14 -01 32 53.7|19.84| 0.97| 228.9| 3.8| 0.33|0.05| 0.33|0.11|0.999|     |   |     |
Sex-0359|57B |3410.758|10 12 22.23 -01 22 26.0|     |     | 219.2| 4.8| 0.29|0.06| 0.45|0.12|0.994|     |   |     |
Sex-0360|57R |3410.758|10 13 14.01 -01 22 24.9|     |     | 107.4| 7.2| 0.24|0.10| 0.79|0.13|0.000|102.5|1.1| 0.98|0.04
Sex-0360|6B  |3804.673|10 13 14.01 -01 22 24.9|     |     | 102.8| 1.9| 0.35|0.04| 1.00|0.04|     |     |   |     |
Sex-0360|6B  |4124.814|10 13 14.01 -01 22 24.9|     |     | 102.2| 1.4|     |    |     |    |     |     |   |     |
Sex-0361|57R |3410.758|10 12 41.02 -01 30 11.6|17.56| 1.32| 226.1| 1.2| 0.40|0.02| 0.39|0.08|0.999|226.3|0.5| 0.39|0.08
Sex-0361|1B  |4122.822|10 12 41.02 -01 30 11.6|17.56| 1.32| 226.3| 0.5|     |    |     |    |     |     |   |     |
Sex-0362|57R |3410.758|10 12 43.86 -01 18 24.1|     |     | 238.2|10.5| 0.32|0.07| 0.39|0.13|0.994|235.2|1.0| 0.40|0.04
Sex-0362|23B |3418.704|10 12 43.86 -01 18 24.1|     |     | 235.2| 1.0| 0.38|0.02| 0.40|0.04|     |     |   |     |
Sex-0363|57R |3410.758|10 13 01.60 -01 21 50.0|     |     | -15.5| 3.8| 0.44|0.07| 0.94|0.11|0.000|-18.0|0.7| 0.99|0.04
Sex-0363|23B |3418.704|10 13 01.60 -01 21 50.0|     |     | -18.1| 0.8| 0.45|0.03| 1.00|0.04|     |     |   |     |
Sex-0364|57R |3410.758|10 12 39.04 -01 29 58.8|17.87| 1.23| 234.8| 2.5| 0.36|0.04| 0.36|0.10|0.999|233.7|0.5| 0.37|0.04
Sex-0364|1R  |3411.775|10 12 39.04 -01 29 58.8|17.87| 1.23| 234.6| 1.4| 0.36|0.02| 0.42|0.08|     |     |   |     |
Sex-0364|6B  |3804.673|10 12 39.04 -01 29 58.8|17.87| 1.23| 233.6| 1.5| 0.34|0.03| 0.34|0.06|     |     |   |     |
Sex-0364|1R  |4122.822|10 12 39.04 -01 29 58.8|17.87| 1.23| 234.0| 1.3|     |    |     |    |     |     |   |     |
Sex-0364|6B  |4124.814|10 12 39.04 -01 29 58.8|17.87| 1.23| 233.4| 0.7|     |    |     |    |     |     |   |     |
Sex-0365|57R |3410.758|10 12 53.28 -01 21 38.5|     |     |  15.2| 8.9| 0.33|0.12| 0.50|0.14|0.000|     |   |     |
Sex-0366|57R |3410.758|10 12 26.11 -01 19 45.5|     |     | 237.3| 8.1| 0.33|0.07| 0.27|0.14|0.996|     |   |     |
Sex-0367|57R |3410.758|10 12 40.43 -01 24 51.6|18.33| 1.12| 225.0| 2.4| 0.36|0.04| 0.37|0.10|0.998|230.4|1.1| 0.40|0.08
Sex-0367|6R  |3804.673|10 12 40.43 -01 24 51.6|18.33| 1.12| 226.4| 9.9| 0.37|0.06| 0.45|0.12|     |     |   |     |
Sex-0367|6R  |4124.814|10 12 40.43 -01 24 51.6|18.33| 1.12| 231.7| 1.2|     |    |     |    |     |     |   |     |
Sex-0368|57R |3410.758|10 12 40.00 -01 25 11.6|18.50| 1.14|  41.7| 5.0| 0.30|0.05| 0.73|0.10|0.000| 39.7|1.7| 0.73|0.10
Sex-0368|6R  |4124.814|10 12 40.00 -01 25 11.6|18.50| 1.14|  39.4| 1.9|     |    |     |    |     |     |   |     |
Sex-0369|57R |3410.758|10 12 27.02 -01 30 21.1|     |     | 230.7| 2.0| 0.38|0.03| 0.35|0.09|0.999|     |   |     |
Sex-0370|57R |3410.758|10 12 24.50 -01 30 29.5|18.99| 0.94|   3.8| 3.6| 0.34|0.08| 0.80|0.12|0.000|     |   |     |
Sex-0371|57R |3410.758|10 12 29.30 -01 29 18.2|19.33| 1.02| 217.1|10.6| 0.31|0.06| 0.26|0.13|0.998|     |   |     |
Sex-0372|57R |3410.758|10 12 21.09 -01 32 09.5|19.45| 0.69|  79.0| 7.9| 0.20|0.12| 0.40|0.18|0.000| 83.3|3.9| 0.49|0.09
Sex-0372|5R  |3416.684|10 12 21.09 -01 32 09.5|19.45| 0.69|  84.7| 4.5| 0.34|0.04| 0.53|0.10|     |     |   |     |
Sex-0373|57R |3410.758|10 12 22.30 -01 24 01.5|18.89| 1.01| 233.6| 3.7| 0.33|0.04| 0.34|0.11|0.997|     |   |     |
Sex-0374|57R |3410.758|10 13 12.60 -01 29 45.2|18.68| 1.13|  35.1| 1.9| 0.35|0.05| 0.88|0.10|0.000|     |   |     |
Sex-0375|57R |3410.758|10 12 20.28 -01 19 39.9|     |     |  26.2| 3.1| 0.33|0.04| 0.89|0.10|0.000|     |   |     |
Sex-0376|57R |3410.758|10 12 27.41 -01 26 47.5|19.31| 1.02| 235.5| 5.8| 0.31|0.07| 0.23|0.15|0.997|     |   |     |
Sex-0377|57R |3410.758|10 12 31.37 -01 18 07.5|     |     | 250.2| 2.9| 0.36|0.06| 0.72|0.11|0.010|     |   |     |
Sex-0378|57R |3410.758|10 12 11.92 -01 31 47.1|18.61| 0.87| 207.4| 3.0| 0.33|0.04| 0.79|0.09|0.012|     |   |     |
Sex-0379|57R |3410.758|10 12 08.83 -01 31 08.3|19.04| 1.01| 233.7| 6.8| 0.43|0.06| 0.22|0.15|0.997|     |   |     |
Sex-0380|57R |3410.758|10 12 08.15 -01 29 08.5|18.96| 1.01| 204.1| 7.9| 0.23|0.08| 0.39|0.13|0.980|     |   |     |
Sex-0381|57R |3410.758|10 12 05.06 -01 28 55.2|17.34| 1.36|  31.4| 3.8| 0.33|0.04| 0.76|0.10|0.000|     |   |     |
Sex-0382|1B  |3411.775|10 13 43.02 -01 37 13.6|     |     | 211.7| 3.6| 0.36|0.05| 0.37|0.11|0.992|211.0|2.7| 0.37|0.11
Sex-0382|15B |3417.761|10 13 43.02 -01 37 13.6|     |     | 210.2| 3.9|     |    |     |    |     |     |   |     |
Sex-0383|1B  |3411.775|10 13 35.52 -01 40 46.0|20.26| 0.73| 230.6| 3.2| 0.27|0.04| 0.28|0.10|0.999|     |   |     |
