#Table: J/AJ/137/3100/table3.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
For-0134|15R |3287.826|02 40 15.09 -34 31 01.9|18.98| 1.29|  47.4| 3.7| 0.41|0.05| 0.41|0.13|0.992|     |   |     |
For-0135|15R |3287.826|02 40 14.83 -34 32 07.7|18.58| 1.36|  54.9| 3.1| 0.35|0.04| 0.38|0.10|0.996| 57.6|1.2| 0.49|0.07
For-0135|4R  |4027.679|02 40 14.83 -34 32 07.7|18.58| 1.36|  58.1| 1.3| 0.39|0.04| 0.58|0.09|     |     |   |     |
For-0136|15R |3287.826|02 40 16.04 -34 35 59.0|18.70| 1.32|  48.1| 2.1| 0.45|0.04| 0.67|0.10|0.994|     |   |     |
For-0137|15R |3287.826|02 40 19.30 -34 36 11.8|18.59| 1.56|  58.6| 3.9| 0.63|0.05| 0.37|0.17|0.989|     |   |     |
For-0138|15R |3287.826|02 40 15.50 -34 40 16.0|18.96| 1.29|  59.7| 8.3| 0.30|0.23| 0.36|0.38|0.988|     |   |     |
For-0139|15R |3287.826|02 40 19.84 -34 38 43.3|18.61| 1.45|  71.7| 4.7| 0.55|0.05| 0.61|0.13|0.988|     |   |     |
For-0140|15R |3287.826|02 40 18.41 -34 38 29.8|18.59| 1.53|  58.6| 2.6| 0.44|0.05| 0.57|0.11|0.994|     |   |     |
For-0141|15R |3287.826|02 40 18.89 -34 37 46.8|18.71| 1.24|  78.6| 6.7| 0.10|0.19| 0.13|0.19|0.910|     |   |     |
For-0142|15R |3287.826|02 40 20.38 -34 37 34.5|18.22| 1.43|  66.8| 2.5| 0.43|0.04| 0.73|0.10|0.992|     |   |     |
For-0143|15R |3287.826|02 40 09.43 -34 40 16.2|18.64| 1.33|  81.3|10.8| 0.59|0.06| 0.17|0.22|0.944|     |   |     |
For-0144|15R |3287.826|02 40 10.53 -34 37 59.2|18.73| 1.37|  44.7| 7.8| 0.33|0.06| 0.56|0.11|0.991|     |   |     |
For-0145|15R |3287.826|02 40 07.92 -34 37 16.1|18.30| 1.57|  40.7| 4.5| 0.45|0.05| 0.56|0.11|0.988|     |   |     |
For-0146|15R |3287.826|02 40 22.81 -34 30 33.0|18.80| 1.36|  48.7| 6.0| 0.36|0.05| 0.45|0.11|0.992|     |   |     |
For-0147|15R |3287.826|02 40 21.16 -34 31 46.5|18.43| 1.65|  44.7| 4.8| 0.41|0.05| 0.60|0.11|0.994|     |   |     |
For-0148|15R |3287.826|02 40 23.79 -34 32 44.2|18.98| 1.25|  72.1| 4.7| 0.36|0.06| 0.54|0.11|0.988|     |   |     |
For-0149|15R |3287.826|02 40 25.14 -34 33 00.3|18.28| 1.29|  58.2| 1.9| 0.38|0.04| 0.51|0.09|0.994|     |   |     |
For-0150|15R |3287.826|02 40 21.50 -34 35 21.0|18.69| 1.42|  48.4| 5.1| 0.36|0.06| 0.70|0.11|0.993|     |   |     |
For-0151|15R |3287.826|02 40 30.10 -34 35 33.3|18.98| 1.19|  67.1| 8.1| 0.20|0.07| 0.54|0.12|0.991|     |   |     |
For-0152|15R |3287.826|02 40 25.51 -34 36 00.4|18.41| 1.28|  62.4| 2.8| 0.41|0.05| 0.56|0.11|0.994|     |   |     |
For-0153|15R |3287.826|02 40 26.87 -34 36 12.8|18.73| 1.30|  34.8| 3.7| 0.42|0.07| 0.41|0.15|0.960|     |   |     |
For-0154|15R |3287.826|02 40 32.35 -34 30 53.9|18.88| 1.19|  53.3| 6.7| 0.36|0.07| 0.36|0.14|0.987|     |   |     |
For-0155|15R |3287.826|02 40 32.42 -34 31 50.5|18.66| 1.22|  51.5| 2.4| 0.44|0.03| 0.42|0.10|0.990|     |   |     |
For-0156|15R |3287.826|02 40 28.52 -34 32 02.8|18.97| 1.25|  62.9| 7.8| 0.26|0.09| 0.44|0.15|0.990|     |   |     |
For-0157|15R |3287.826|02 40 33.04 -34 32 47.3|18.42| 1.42|  36.4| 1.4| 0.43|0.03| 0.65|0.09|0.980|     |   |     |
For-0158|15R |3287.826|02 40 29.79 -34 32 53.2|18.72| 1.35|  38.4| 1.3| 0.52|0.03| 0.66|0.10|0.984|     |   |     |
For-0159|15R |3287.826|02 40 32.77 -34 33 18.3|18.29| 1.16|  58.2| 1.3| 0.36|0.04| 0.59|0.10|0.995|     |   |     |
For-0160|15R |3287.826|02 40 28.96 -34 34 05.2|18.59| 1.39|  24.1| 8.2| 0.35|0.12| 0.28|0.13|0.784|     |   |     |
For-0161|15R |3287.826|02 40 46.46 -34 42 37.2|18.77| 1.53|  60.2| 1.4| 0.35|0.05| 0.63|0.10|0.994|     |   |     |
For-0162|15R |3287.826|02 40 38.79 -34 41 31.0|18.72| 1.43|  48.4| 1.9| 0.36|0.05| 0.84|0.10|0.986|     |   |     |
For-0163|15R |3287.826|02 40 37.74 -34 37 14.9|18.58| 1.40|  60.8| 3.0| 0.41|0.06| 0.64|0.12|0.994|     |   |     |
For-0164|15R |3287.826|02 40 40.97 -34 37 04.3|18.70| 1.34|  46.7| 1.5| 0.41|0.04| 0.58|0.10|0.993|     |   |     |
For-0165|15R |3287.826|02 40 33.04 -34 37 01.1|19.04| 1.27|  38.0| 2.1| 0.50|0.04| 0.56|0.11|0.982|     |   |     |
For-0166|15R |3287.826|02 40 37.59 -34 36 02.7|18.91| 1.15|  83.5| 6.4| 0.30|0.05| 0.28|0.11|0.863|     |   |     |
For-0167|15R |3287.826|02 40 32.84 -34 39 20.6|18.43| 1.51|  55.1| 3.7| 0.41|0.04| 0.55|0.10|0.994|     |   |     |
For-0168|15R |3287.826|02 40 31.99 -34 38 21.8|18.24| 1.37|  73.0| 1.8| 0.47|0.03| 0.63|0.09|0.988|     |   |     |
For-0169|15R |3287.826|02 40 27.63 -34 37 58.6|18.58| 1.40|  45.1| 3.4| 0.40|0.06| 0.48|0.12|0.989|     |   |     |
For-0170|15R |3287.826|02 40 24.69 -34 37 17.4|18.75| 1.16|  38.6| 5.8| 0.45|0.06| 0.42|0.13|0.976|     |   |     |
For-0171|15R |3287.826|02 40 30.54 -34 36 52.8|18.44| 1.48|  38.0| 1.3| 0.44|0.03| 0.61|0.09|0.984|     |   |     |
For-0172|15R |3287.826|02 40 33.29 -34 29 44.8|18.49| 1.39|  49.4| 1.6| 0.45|0.03| 0.59|0.10|0.994|     |   |     |
For-0173|15R |3287.826|02 40 36.97 -34 29 48.5|18.76| 1.16|  61.7| 2.4| 0.39|0.05| 0.54|0.11|0.994|     |   |     |
For-0174|15R |3287.826|02 40 34.80 -34 30 05.2|18.92| 1.18|  41.9| 1.3| 0.45|0.04| 0.56|0.10|0.989|     |   |     |
For-0175|15R |3287.826|02 40 35.11 -34 33 02.3|18.90| 1.20|  57.9| 2.3| 0.41|0.04| 0.61|0.10|0.995|     |   |     |
For-0176|15R |3287.826|02 40 34.92 -34 33 46.3|18.92| 1.24|  54.6| 2.0| 0.35|0.04| 0.51|0.10|0.994|     |   |     |
For-0177|15R |3287.826|02 40 36.91 -34 34 36.3|18.52| 1.50|  54.6| 1.6| 0.46|0.03| 0.73|0.09|0.994|     |   |     |
For-0178|15R |3287.826|02 40 33.69 -34 34 56.4|18.52| 1.35|  68.3| 3.5| 0.34|0.05| 0.63|0.10|0.992|     |   |     |
For-0179|15R |3287.826|02 40 48.68 -34 30 53.2|18.21| 1.56|  54.5| 4.9| 0.29|0.07| 0.29|0.09|0.972|     |   |     |
For-0180|15R |3287.826|02 40 49.97 -34 31 11.6|18.49| 1.50|  65.8| 4.9| 0.42|0.06| 0.22|0.11|0.944|     |   |     |
For-0181|15R |3287.826|02 40 47.94 -34 33 34.0|18.89| 1.20|  57.0| 6.5| 0.32|0.07| 0.42|0.14|0.990|     |   |     |
For-0182|15R |3287.826|02 40 44.66 -34 34 07.0|18.54| 1.41|  68.5| 1.4| 0.41|0.04| 0.58|0.10|0.992|     |   |     |
For-0183|15R |3287.826|02 40 55.83 -34 36 50.7|18.88| 1.24|  42.8| 4.4| 0.43|0.08| 0.85|0.12|0.980|     |   |     |
For-0184|15R |3287.826|02 40 48.81 -34 36 43.1|18.39| 1.51|  55.5| 1.2| 0.47|0.03| 0.71|0.09|0.993|     |   |     |
For-0185|15R |3287.826|02 40 52.69 -34 35 15.1|18.48| 1.36|  66.2| 4.5| 0.47|0.04| 0.49|0.11|0.989|     |   |     |
For-0186|15R |3287.826|02 41 01.87 -34 34 54.7|18.44| 1.33|  36.8| 1.4| 0.46|0.03| 0.63|0.10|0.978|     |   |     |
For-0187|15R |3287.826|02 40 48.24 -34 41 19.4|18.75| 1.31|  41.5| 8.9| 0.44|0.06| 0.48|0.13|0.983|     |   |     |
For-0188|15R |3287.826|02 40 50.54 -34 40 57.5|18.35| 1.47|  41.6| 7.1| 0.41|0.10| 0.52|0.17|0.984|     |   |     |
For-0189|15R |3287.826|02 40 50.37 -34 40 26.1|18.70| 1.44|  40.4| 1.6| 0.53|0.03| 0.68|0.10|0.985|     |   |     |
For-0190|15R |3287.826|02 40 44.97 -34 37 53.1|18.69| 1.30|  56.8| 1.9| 0.44|0.04| 0.54|0.10|0.993|     |   |     |
For-0191|15R |3287.826|02 40 46.49 -34 35 54.6|18.54| 1.32|  72.3| 2.1| 0.40|0.04| 0.55|0.10|0.987|     |   |     |
For-0192|15R |3287.826|02 40 44.20 -34 35 42.8|18.69| 1.37|  57.3| 1.6| 0.40|0.03| 0.64|0.09|0.995|     |   |     |
For-0193|10B |3664.771|02 38 20.22 -34 19 20.1|19.22| 1.25|  57.8| 0.6| 0.51|0.04| 0.56|0.09|0.988|     |   |     |
For-0194|10B |3664.771|02 38 28.37 -34 20 53.7|19.10| 1.36|  45.5| 0.5| 0.54|0.03| 0.68|0.06|0.991|     |   |     |
For-0195|10B |3664.771|02 38 11.46 -34 21 23.1|19.17| 1.33|  43.1| 1.1| 0.44|0.04| 0.51|0.09|0.976|     |   |     |
For-0196|10B |3664.771|02 38 23.90 -34 21 33.8|19.19| 1.15|  59.2| 2.1| 0.35|0.06| 0.53|0.12|0.993|     |   |     |
For-0197|10B |3664.771|02 38 31.72 -34 21 34.6|19.32| 1.34|  47.0| 0.9| 0.49|0.04| 0.53|0.10|0.991|     |   |     |
For-0198|10B |3664.771|02 38 21.91 -34 23 12.5|19.12| 1.29|  67.0| 0.7| 0.53|0.05| 0.55|0.11|0.991|     |   |     |
For-0199|10B |3664.771|02 38 30.80 -34 23 09.9|19.11| 1.44|  51.9| 1.5| 0.49|0.06| 0.24|0.11|0.958|     |   |     |
For-0200|10B |3664.771|02 38 32.88 -34 15 49.5|19.36| 1.19|  70.7| 1.7| 0.42|0.05| 0.64|0.09|0.988|     |   |     |
For-0201|10B |3664.771|02 38 27.37 -34 18 09.0|19.46| 1.28|  51.0| 0.6| 0.53|0.04| 0.61|0.08|0.993| 48.7|0.4| 0.69|0.06
For-0201|41B |4686.837|02 38 27.37 -34 18 09.0|19.46| 1.28|  46.7| 0.6|     |    | 0.76|0.07|     |     |   |     |
For-0202|10B |3664.771|02 38 34.84 -34 19 35.2|19.07| 1.22|  41.7| 1.6| 0.59|0.06| 0.45|0.24|0.980|     |   |     |
For-0203|10B |3664.771|02 38 43.91 -34 22 03.1|19.09| 1.27|  70.0| 0.9| 0.50|0.05| 0.60|0.11|0.988|     |   |     |
For-0204|10B |3664.771|02 38 48.46 -34 31 09.4|19.01| 1.25|  63.6| 2.3| 0.39|0.07| 0.29|0.18|0.993| 62.1|1.6| 0.56|0.09
For-0204|9B  |4020.689|02 38 48.46 -34 31 09.4|19.01| 1.25|  60.7| 2.1| 0.44|0.05| 0.66|0.11|     |     |   |     |
For-0205|10B |3664.771|02 38 36.92 -34 28 59.0|18.92| 1.21|  58.2| 1.4| 0.43|0.05| 0.67|0.09|0.994|     |   |     |
For-0206|10B |3664.771|02 38 35.41 -34 25 13.6|19.21| 1.35|  50.4| 0.7| 0.47|0.05| 0.80|0.08|0.989|     |   |     |
For-0207|10B |3664.771|02 38 28.42 -34 29 00.8|19.07| 1.19|  52.4| 2.7| 0.44|0.10| 0.58|0.20|0.994| 50.2|0.6| 0.63|0.04
For-0207|31B |4027.547|02 38 28.42 -34 29 00.8|19.07| 1.19|  50.1| 0.6| 0.54|0.02| 0.63|0.05|     |     |   |     |
For-0208|10B |3664.771|02 38 30.39 -34 27 39.6|19.09| 1.15|  35.2| 5.5| 0.45|0.09| 0.28|0.27|0.951|     |   |     |
For-0209|10B |3664.771|02 38 27.87 -34 26 47.4|19.02| 1.30|  41.8| 2.6| 0.42|0.11| 0.80|0.16|0.983|     |   |     |
For-0210|10B |3664.771|02 38 23.72 -34 26 35.6|19.07| 1.30|  47.4| 0.6| 0.54|0.05| 0.79|0.09|0.992| 47.1|0.6| 0.68|0.08
For-0210|31B |4027.547|02 38 23.72 -34 26 35.6|19.07| 1.30|  46.1| 1.1| 0.55|0.05| 0.46|0.13|     |     |   |     |
For-0211|10B |3664.771|02 38 26.03 -34 25 31.4|19.18| 1.32|  32.9| 1.5| 0.52|0.06| 0.49|0.15|0.948|     |   |     |
For-0212|10B |3664.771|02 38 32.15 -34 24 19.7|19.36| 1.35|  45.7| 0.7| 0.50|0.06| 0.61|0.12|0.991|     |   |     |
For-0213|10B |3664.771|02 38 32.35 -34 23 51.0|19.00| 0.86|  75.6| 3.4| 0.34|0.08| 0.49|0.17|0.975|     |   |     |
For-0214|10B |3664.771|02 38 44.63 -34 14 39.0|19.52| 1.37| 126.3| 2.4| 0.38|0.05| 0.69|0.13|0.000|     |   |     |
For-0215|10B |3664.771|02 38 41.88 -34 14 42.0|19.24| 1.07|  68.0| 1.8| 0.35|0.03| 0.17|0.09|0.831|     |   |     |
For-0216|10B |3664.771|02 38 43.80 -34 19 36.1|18.98| 1.25|  48.2| 0.4| 0.54|0.02| 0.64|0.05|0.994|     |   |     |
For-0217|10B |3664.771|02 38 52.70 -34 21 06.1|19.01| 1.27|  63.7| 1.2| 0.47|0.03| 0.38|0.08|0.982|     |   |     |
For-0218|10B |3664.771|02 38 54.33 -34 21 18.1|19.06| 1.23|  66.4| 0.6| 0.48|0.04| 0.72|0.07|0.991|     |   |     |
For-0219|10B |3664.771|02 38 47.14 -34 21 37.8|19.37| 1.18|  26.0| 0.4| 0.48|0.03| 0.69|0.06|0.871|     |   |     |
For-0220|10B |3664.771|02 38 51.01 -34 22 47.3|19.07| 1.26|  45.2| 0.4| 0.49|0.02| 0.65|0.05|0.992|     |   |     |
For-0221|10B |3664.771|02 38 55.56 -34 14 00.8|18.97| 1.22|  58.9| 0.7| 0.51|0.03| 0.60|0.08|0.994|     |   |     |
For-0222|10B |3664.771|02 39 04.38 -34 15 51.5|19.36| 1.15|  60.3| 1.3| 0.35|0.04| 0.38|0.11|0.986|     |   |     |
For-0223|10B |3664.771|02 38 59.62 -34 16 31.8|19.12| 1.27|  48.9| 0.6| 0.51|0.03| 0.55|0.08|0.993|     |   |     |
For-0224|10B |3664.771|02 38 57.51 -34 16 54.1|19.05| 1.19|  55.7| 0.4| 0.51|0.02| 0.64|0.04|0.995|     |   |     |
For-0225|10B |3664.771|02 39 02.92 -34 17 26.7|19.06| 1.17|  35.9| 0.8| 0.38|0.03| 0.40|0.07|0.946|     |   |     |
For-0226|10B |3664.771|02 38 58.56 -34 19 27.0|19.33| 1.18|  61.0| 0.8| 0.43|0.04| 0.36|0.10|0.983|     |   |     |
For-0227|10B |3664.771|02 38 59.50 -34 20 31.5|19.21| 1.24|  65.9| 0.4| 0.48|0.03| 0.67|0.06|0.993|     |   |     |
For-0228|10B |3664.771|02 38 59.28 -34 21 20.1|19.33| 1.18|  51.6| 0.5| 0.56|0.03| 0.69|0.07|0.994|     |   |     |
For-0229|10B |3664.771|02 39 09.06 -34 31 43.0|19.53| 1.37|  29.4| 0.8| 0.52|0.05| 0.64|0.08|0.941|     |   |     |
For-0230|10B |3664.771|02 39 04.80 -34 31 05.9|19.46| 1.40|  45.4| 0.7| 0.49|0.05| 0.62|0.09|0.991| 45.7|0.4| 0.73|0.05
For-0230|9B  |4025.635|02 39 04.80 -34 31 05.9|19.46| 1.40|  45.9| 0.5| 0.50|0.03| 0.76|0.05|     |     |   |     |
For-0231|10B |3664.771|02 39 06.79 -34 28 45.2|19.05| 1.26|  61.1| 0.4| 0.61|0.03| 0.78|0.07|0.994| 61.2|0.4| 0.70|0.05
For-0231|9B  |4025.635|02 39 06.79 -34 28 45.2|19.05| 1.26|  62.3| 1.3| 0.43|0.04| 0.57|0.08|     |     |   |     |
For-0232|10B |3664.771|02 38 57.53 -34 27 23.9|19.40| 1.24|  65.4| 0.9| 0.52|0.05| 0.54|0.12|0.991|     |   |     |
For-0233|10B |3664.771|02 39 07.00 -34 24 04.7|19.42| 1.19|  65.8| 0.9| 0.54|0.04| 0.50|0.11|0.993| 65.4|0.7| 0.53|0.05
For-0233|4B  |4027.679|02 39 07.00 -34 24 04.7|19.42| 1.19|  64.9| 0.9| 0.44|0.03| 0.54|0.06|     |     |   |     |
For-0234|10B |3664.771|02 39 07.99 -34 22 40.4|19.31| 1.35|  42.9| 0.6| 0.56|0.04| 0.82|0.08|0.989| 43.0|0.5| 0.72|0.05
For-0234|4B  |4027.679|02 39 07.99 -34 22 40.4|19.31| 1.35|  44.0| 1.4| 0.51|0.03| 0.64|0.07|     |     |   |     |
For-0235|10B |3664.771|02 39 09.63 -34 22 26.2|19.06| 1.19|  48.0| 0.6| 0.53|0.03| 0.61|0.08|0.994|     |   |     |
For-0236|10B |3664.771|02 39 01.38 -34 31 59.2|19.29| 1.29|  50.9| 1.5|     |    | 0.20|0.16|0.919| 48.2|1.2| 0.25|0.06
For-0236|9B  |4020.689|02 39 01.38 -34 31 59.2|19.29| 1.29|  46.8| 3.6| 0.47|0.05| 0.30|0.12|     |     |   |     |
For-0236|9B  |4025.635|02 39 01.38 -34 31 59.2|19.29| 1.29|  43.1| 2.1| 0.42|0.04| 0.23|0.08|     |     |   |     |
For-0237|10B |3664.771|02 38 50.23 -34 27 14.3|19.04| 1.17|  46.1| 0.9|     |    | 0.67|0.15|0.990|     |   |     |
For-0238|10B |3664.771|02 38 47.26 -34 26 47.9|19.27| 1.32|  51.4| 1.0| 0.64|0.05| 0.53|0.16|0.992|     |   |     |
For-0239|10B |3664.771|02 38 55.67 -34 25 14.7|19.22| 1.26|  46.5| 1.1| 0.48|0.07| 0.58|0.14|0.991|     |   |     |
For-0240|10B |3664.771|02 38 53.41 -34 25 02.8|19.20| 1.08|  58.7| 0.9| 0.40|0.05| 0.42|0.10|0.989|     |   |     |
For-0241|10B |3664.771|02 38 56.51 -34 24 17.2|19.37| 1.31|  60.0| 0.8| 0.54|0.05| 0.63|0.12|0.993|     |   |     |
For-0242|10B |3664.771|02 38 59.40 -34 23 37.7|19.18| 1.12|  63.9| 1.9| 0.47|0.06| 0.28|0.16|0.979|     |   |     |
For-0243|10B |3664.771|02 39 08.42 -34 13 53.1|19.30| 1.28|  28.0| 0.6| 0.51|0.03| 0.67|0.07|0.924| 28.5|0.6| 0.63|0.06
For-0243|38B |4685.849|02 39 08.42 -34 13 53.1|19.30| 1.28|  32.8| 1.7|     |    | 0.44|0.15|     |     |   |     |
For-0244|10B |3664.771|02 39 12.93 -34 16 25.2|18.91| 1.10|  41.5| 0.9| 0.32|0.03| 0.36|0.06|0.959|     |   |     |
For-0245|10B |3664.771|02 39 06.52 -34 20 04.9|18.93| 1.14|  40.2| 0.5| 0.45|0.03| 0.52|0.06|0.986| 40.4|0.3| 0.51|0.04
For-0245|4B  |4021.610|02 39 06.52 -34 20 04.9|18.93| 1.14|  40.5| 0.4| 0.47|0.02| 0.50|0.04|     |     |   |     |
For-0246|10B |3664.771|02 39 06.43 -34 20 49.9|19.37| 1.27|  63.5| 0.5| 0.49|0.03| 0.54|0.06|0.995| 64.3|0.5| 0.61|0.05
For-0246|4B  |4027.679|02 39 06.43 -34 20 49.9|19.37| 1.27|  73.1| 1.6| 0.45|0.06| 0.76|0.08|     |     |   |     |
For-0247|10B |3664.771|02 39 16.51 -34 15 34.7|19.28| 1.22|  64.8| 0.5| 0.53|0.03| 0.63|0.07|0.993|     |   |     |
For-0248|10B |3664.771|02 39 20.99 -34 16 16.2|18.96| 1.19|  50.1| 0.5| 0.41|0.03| 0.44|0.06|0.990|     |   |     |
For-0249|10B |3664.771|02 39 14.02 -34 19 13.4|19.20| 1.20|  54.1| 0.6| 0.48|0.03| 0.51|0.07|0.995| 54.2|0.5| 0.53|0.04
For-0249|4B  |4019.683|02 39 14.02 -34 19 13.4|19.20| 1.20|  54.1| 1.3| 0.43|0.05| 0.62|0.10|     |     |   |     |
For-0249|4B  |4027.679|02 39 14.02 -34 19 13.4|19.20| 1.20|  55.0| 1.1| 0.47|0.03| 0.52|0.07|     |     |   |     |
For-0250|10B |3664.771|02 39 09.62 -34 19 55.5|19.26| 1.19|  43.1| 0.4| 0.53|0.03| 0.67|0.05|0.992| 43.5|0.3| 0.65|0.04
For-0250|4B  |4021.610|02 39 09.62 -34 19 55.5|19.26| 1.19|  43.8| 0.4| 0.49|0.02| 0.64|0.05|     |     |   |     |
For-0251|10B |3664.771|02 39 13.51 -34 19 59.9|19.37| 1.20|  69.3| 0.5| 0.50|0.03| 0.57|0.07|0.992| 69.7|0.4| 0.59|0.05
For-0251|4B  |4027.679|02 39 13.51 -34 19 59.9|19.37| 1.20|  70.8| 0.9| 0.53|0.03| 0.62|0.08|     |     |   |     |
For-0252|10B |3664.771|02 39 12.19 -34 20 08.7|19.30| 1.14|  37.0| 0.4| 0.46|0.03| 0.61|0.05|0.984| 37.5|0.3| 0.57|0.04
For-0252|4B  |4027.679|02 39 12.19 -34 20 08.7|19.30| 1.14|  39.4| 0.8| 0.49|0.03| 0.49|0.07|     |     |   |     |
For-0253|10B |3664.771|02 39 10.31 -34 21 02.0|18.90| 1.10|  97.4| 0.8| 0.36|0.04| 0.46|0.08|0.494| 90.5|0.7| 0.35|0.05
For-0253|4B  |4027.679|02 39 10.31 -34 21 02.0|18.90| 1.10|  69.8| 1.3| 0.37|0.02| 0.28|0.06|     |     |   |     |
For-0254|10B |3664.771|02 39 26.65 -34 30 29.6|19.37| 1.26|  52.3| 1.3| 0.47|0.06| 0.53|0.14|0.995| 53.5|0.6| 0.62|0.07
For-0254|4B  |4021.610|02 39 26.65 -34 30 29.6|19.37| 1.26|  53.8| 0.7| 0.47|0.04| 0.64|0.08|     |     |   |     |
For-0255|10B |3664.771|02 39 18.76 -34 29 32.9|19.29| 1.35|  52.9| 0.6| 0.49|0.05| 0.76|0.08|0.995| 52.6|0.5| 0.65|0.06
For-0255|9B  |4025.635|02 39 18.76 -34 29 32.9|19.29| 1.35|  51.4| 1.3| 0.47|0.04| 0.51|0.09|     |     |   |     |
For-0256|10B |3664.771|02 39 21.64 -34 28 50.4|19.45| 1.25|  72.9| 1.5| 0.62|0.07| 0.71|0.15|0.990| 71.9|0.5| 0.58|0.06
For-0256|4B  |4021.610|02 39 21.64 -34 28 50.4|19.45| 1.25|  71.8| 0.5| 0.48|0.03| 0.55|0.06|     |     |   |     |
For-0257|10B |3664.771|02 39 20.95 -34 27 08.5|19.23| 1.28|  53.3| 0.7| 0.53|0.04| 0.72|0.08|0.995| 53.2|0.5| 0.71|0.04
For-0257|4B  |4027.679|02 39 20.95 -34 27 08.5|19.23| 1.28|  53.1| 0.8| 0.52|0.02| 0.70|0.05|     |     |   |     |
For-0258|10B |3664.771|02 39 19.93 -34 25 08.1|19.20| 1.10|  41.0| 0.8| 0.38|0.03| 0.38|0.08|0.973| 39.9|0.5| 0.42|0.04
For-0258|4B  |4021.610|02 39 19.93 -34 25 08.1|19.20| 1.10|  39.2| 0.6| 0.38|0.02| 0.43|0.05|     |     |   |     |
For-0259|10B |3664.771|02 39 12.49 -34 27 55.3|19.25| 1.24|  45.5| 0.5| 0.52|0.03| 0.72|0.05|0.989| 45.5|0.4| 0.76|0.04
For-0259|4B  |4019.683|02 39 12.49 -34 27 55.3|19.25| 1.24|  45.7| 0.9| 0.43|0.04| 0.81|0.06|     |     |   |     |
For-0260|10B |3664.771|02 39 12.79 -34 25 42.3|19.10| 1.27|  46.6| 0.5| 0.51|0.04| 0.74|0.06|0.984| 47.0|0.3| 0.81|0.03
For-0260|4B  |4019.683|02 39 12.79 -34 25 42.3|19.10| 1.27|  46.5| 0.6| 0.47|0.04| 0.78|0.07|     |     |   |     |
For-0260|4B  |4027.679|02 39 12.79 -34 25 42.3|19.10| 1.27|  47.3| 0.4| 0.52|0.02| 0.84|0.04|     |     |   |     |
For-0261|10B |3664.771|02 39 13.03 -34 24 43.2|19.27| 1.15|  45.1| 0.9| 0.38|0.03| 0.33|0.08|0.968|     |   |     |
For-0262|10B |3664.771|02 39 10.78 -34 24 37.0|19.32| 1.25|  64.1| 0.4| 0.50|0.03| 0.64|0.06|0.995| 64.0|0.3| 0.65|0.04
For-0262|4B  |4027.679|02 39 10.78 -34 24 37.0|19.32| 1.25|  63.8| 0.5| 0.52|0.02| 0.66|0.05|     |     |   |     |
For-0263|10B |3664.771|02 39 15.84 -34 23 50.8|19.33| 1.12|  36.1| 0.7| 0.47|0.04| 0.48|0.09|0.972|     |   |     |
For-0264|10B |3664.771|02 39 16.00 -34 23 28.8|19.24| 1.20|  33.8| 0.7| 0.36|0.04| 0.52|0.08|0.967|     |   |     |
For-0265|10B |3664.771|02 39 16.00 -34 22 38.1|19.10| 1.27|  65.9| 0.4| 0.54|0.02| 0.62|0.05|0.994| 66.0|0.3| 0.59|0.04
For-0265|4B  |4019.683|02 39 16.00 -34 22 38.1|19.10| 1.27|  67.4| 1.3| 0.51|0.05| 0.71|0.10|     |     |   |     |
For-0265|4B  |4021.610|02 39 16.00 -34 22 38.1|19.10| 1.27|  66.0| 0.4| 0.50|0.02| 0.53|0.06|     |     |   |     |
For-0266|10B |3664.771|02 39 29.99 -34 14 59.9|19.06| 1.36|  46.9| 0.5| 0.62|0.03| 0.82|0.07|0.986|     |   |     |
For-0267|10B |3664.771|02 39 26.31 -34 16 34.9|19.42| 1.26|  47.5| 1.3| 0.51|0.07| 0.88|0.10|0.994| 49.0|0.4| 0.67|0.04
For-0267|4B  |4021.610|02 39 26.31 -34 16 34.9|19.42| 1.26|  49.2| 0.4| 0.47|0.02| 0.63|0.04|     |     |   |     |
For-0268|10B |3664.771|02 39 26.76 -34 17 51.7|19.26| 1.19|  57.6| 0.7| 0.48|0.05| 0.75|0.09|0.996| 57.2|0.3| 0.65|0.04
For-0268|4B  |4021.610|02 39 26.76 -34 17 51.7|19.26| 1.19|  57.1| 0.4| 0.53|0.02| 0.63|0.04|     |     |   |     |
For-0269|10B |3664.771|02 39 24.71 -34 19 58.6|18.93| 1.10|  58.5| 0.5| 0.43|0.02| 0.42|0.06|0.989| 57.9|0.4| 0.42|0.04
For-0269|4B  |4021.610|02 39 24.71 -34 19 58.6|18.93| 1.10|  56.5| 0.8| 0.45|0.02| 0.42|0.06|     |     |   |     |
For-0270|10B |3664.771|02 39 19.66 -34 19 52.9|19.33| 1.18|  57.4| 0.5| 0.53|0.03| 0.66|0.06|0.995| 57.5|0.5| 0.63|0.04
For-0270|4B  |4027.679|02 39 19.66 -34 19 52.9|19.33| 1.18|  57.7| 0.8| 0.45|0.03| 0.61|0.06|     |     |   |     |
